Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
1715,891726-1,2017,"['71754-1', '9450-1', '70738-1', '70653-1', '70655-1']",Vermillion Warrior,https://cdn.rebrickable.com/media/sets/891726-1.jpg,435,Ninjago,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.37603238880325,99.57229821316253
1716,891727-1,2017,"['71754-1', '71705-1', '70738-1', '71737-1', '71767-1']",Cole,https://cdn.rebrickable.com/media/sets/891727-1.jpg,435,Ninjago,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.1878038899106,117.38893666397418
1717,891728-1,2017,"['2254-1', '9450-1', '4212666-1', '853175-1', '2516-1']",Stone Swordsman,https://cdn.rebrickable.com/media/sets/891728-1.jpg,435,Ninjago,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.30453107843613,70.12275849232688
1718,891729-1,2017,"['71741-1', '71705-1', '71739-1', '41434-1', '71799-1']",Kai,https://cdn.rebrickable.com/media/sets/891729-1.jpg,435,Ninjago,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.58509936180246,180.4917983557763
1719,891730-1,2017,"['71799-1', '70724-1', '70726-1', '70727-1', '71705-1']",Nindroid,https://cdn.rebrickable.com/media/sets/891730-1.jpg,435,Ninjago,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.65038694365046,209.62500957309103
1720,891731-1,2017,"['71741-1', '41400-1', '3315-1', '41130-1', '41008-1']",Zane,https://cdn.rebrickable.com/media/sets/891731-1.jpg,435,Ninjago,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.9836845284624,91.82182305685993
1721,891732-1,2017,"['75208-1', '71741-1', '71764-1', '6210-1', '70749-1']",Chen,https://cdn.rebrickable.com/media/sets/891732-1.jpg,435,Ninjago,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.28363120309183,95.20100267505697
1722,891833-1,2018,"['71741-1', '71735-1', '75208-1', '71739-1', '71705-1']",Jay,https://cdn.rebrickable.com/media/sets/891833-1.jpg,435,Ninjago,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.2627327946011,169.87108275954816
1723,891834-1,2018,"['9450-1', '70641-1', '70643-1', '70633-1', '70634-1']",Lloyd,https://cdn.rebrickable.com/media/sets/891834-1.jpg,435,Ninjago,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.7300872405575,129.32096758333023
1724,891835-1,2018,"['71741-1', '41400-1', '41130-1', '3315-1', '41008-1']",Sawyer,https://cdn.rebrickable.com/media/sets/891835-1.jpg,435,Ninjago,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.48838784442802,166.9578785504184
1725,891836-1,2018,"['71735-1', '71741-1', '71767-1', '71705-1', '71737-1']",Scooter,https://cdn.rebrickable.com/media/sets/891836-1.jpg,435,Ninjago,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.5043219029942,47.938071472955436
1726,891837-1,2018,"['71741-1', '71754-1', '71735-1', '75053-1', '75290-1']",Nya,https://cdn.rebrickable.com/media/sets/891837-1.jpg,435,Ninjago,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.0108494557761,78.92755763821083
1727,891838-1,2018,"['71705-1', '71737-1', '71708-1', '71767-1', '71765-1']",Buffer,https://cdn.rebrickable.com/media/sets/891838-1.jpg,435,Ninjago,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.037736840304,105.47692156977138
1728,891839-1,2018,"['71741-1', '71799-1', '41400-1', '41101-1', '3315-1']",Cole,https://cdn.rebrickable.com/media/sets/891839-1.jpg,435,Ninjago,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.78363096762672,81.62709959220828
1729,891840-1,2018,"['71741-1', '71799-1', '71705-1', '41130-1', '41400-1']",Jet Jack,https://cdn.rebrickable.com/media/sets/891840-1.jpg,435,Ninjago,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.92117809303693,76.49590499988372
1730,891841-1,2018,"['71741-1', '71799-1', '41400-1', '41130-1', '3315-1']",Talon,https://cdn.rebrickable.com/media/sets/891841-1.jpg,435,Ninjago,16,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.21915290771415,41.84347933736535
1731,891842-1,2018,"['71741-1', '71705-1', '71739-1', '41434-1', '71799-1']",Kai,https://cdn.rebrickable.com/media/sets/891842-1.jpg,435,Ninjago,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.8622420632479,109.1856934516781
1732,891843-1,2018,"['71741-1', '71799-1', '71739-1', '71705-1', '75290-1']",Samurai X,https://cdn.rebrickable.com/media/sets/891843-1.jpg,435,Ninjago,15,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.39101430184087,210.62199120236227
1733,891844-1,2018,"['71741-1', '41400-1', '71799-1', '3315-1', '41670-1']",Nitro,https://cdn.rebrickable.com/media/sets/891844-1.jpg,435,Ninjago,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.3970251468626,53.62582742545967
1734,891945-1,2019,"['71735-1', '71741-1', '71754-1', '71774-1', '71799-1']",Young Wu,https://cdn.rebrickable.com/media/sets/891945-1.jpg,435,Ninjago,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.77901571340993,40.815853809577916
1735,891946-1,2019,"['71705-1', '70653-1', '71735-1', '70655-1', '9450-1']",Jay,https://cdn.rebrickable.com/media/sets/891946-1.jpg,435,Ninjago,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.32774141149616,155.89634080099418
1736,891947-1,2019,"['71741-1', '71799-1', '41434-1', '70655-1', '71705-1']",Heavy Metal,https://cdn.rebrickable.com/media/sets/891947-1.jpg,435,Ninjago,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.10793642238184,99.45877109184974
1737,891948-1,2019,"['71741-1', '41434-1', '71705-1', '71736-1', '75208-1']",Iron Baron,https://cdn.rebrickable.com/media/sets/891948-1.jpg,435,Ninjago,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.4496505119829,286.77940127445436
1738,891949-1,2019,"['71741-1', '41434-1', '71799-1', '41403-1', '41407-1']",Lloyd,https://cdn.rebrickable.com/media/sets/891949-1.jpg,435,Ninjago,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.5915225902198,257.43738754921634
1739,891950-1,2019,"['71720-1', '71747-1', '71721-1', '71746-1', '71748-1']",Daddy No Legs,https://cdn.rebrickable.com/media/sets/891950-1.jpg,435,Ninjago,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.05409528829503,191.42302824681184
1740,891951-1,2019,"['71741-1', '71799-1', '71739-1', '71735-1', '75208-1']",Nya,https://cdn.rebrickable.com/media/sets/891951-1.jpg,435,Ninjago,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.84947085014625,198.5571741870672
1741,891952-1,2019,"['71741-1', '71799-1', '41663-1', '41670-1', '70724-1']",Blizzard Samurai,https://cdn.rebrickable.com/media/sets/891952-1.jpg,435,Ninjago,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.1762327241413,56.81363048006099
1742,891953-1,2019,"['71741-1', '71774-1', '71799-1', '41130-1', '41101-1']",Cole,https://cdn.rebrickable.com/media/sets/891953-1.jpg,435,Ninjago,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.7652812664461,61.9764311594631
1743,891954-1,2019,"['71774-1', '71741-1', '71735-1', '71754-1', '71739-1']",Pyro Whipper,https://cdn.rebrickable.com/media/sets/891954-1.jpg,435,Ninjago,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.2654918566641,49.74792746180141
1744,891955-1,2019,"['71741-1', '71799-1', '41403-1', '71705-1', '71735-1']",Kai,https://cdn.rebrickable.com/media/sets/891955-1.jpg,435,Ninjago,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.44680581118484,50.60152614277068
1745,891956-1,2019,"['71741-1', '71735-1', '71799-1', '41436-1', '41402-1']",Blizzard Samurai,https://cdn.rebrickable.com/media/sets/891956-1.jpg,435,Ninjago,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.97914980459257,73.76988789612858
1746,891957-1,2019,"['71741-1', '71799-1', '41101-1', '41449-1', '41671-1']",Zane,https://cdn.rebrickable.com/media/sets/891957-1.jpg,435,Ninjago,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.55279776880195,135.39375489055647
1747,891958-1,2019,"['71741-1', '71799-1', '41434-1', '71705-1', '71747-1']",Jay,https://cdn.rebrickable.com/media/sets/891958-1.jpg,435,Ninjago,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.8582238800667,191.94038296265114
1748,892059-1,2020,"['71754-1', '71741-1', '71747-1', '71755-1', '71767-1']",Kai,https://cdn.rebrickable.com/media/sets/892059-1.jpg,435,Ninjago,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.49116857401935,152.7536283817106
1749,892060-1,2020,"['71767-1', '71774-1', '71736-1', '112006-1', '70641-1']",Lloyd,https://cdn.rebrickable.com/media/sets/892060-1.jpg,435,Ninjago,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.59076622799915,144.25052706061086
1750,892061-1,2020,"['71741-1', '41400-1', '3315-1', '41008-1', '41130-1']",Ice Emperor,https://cdn.rebrickable.com/media/sets/892061-1.jpg,435,Ninjago,10,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.84428344164445,151.09086650661703
1751,892062-1,2020,"['71741-1', '71799-1', '71705-1', '71737-1', '75053-1']",Cole,https://cdn.rebrickable.com/media/sets/892062-1.jpg,435,Ninjago,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.6239093416235,124.00474767545954
1752,892063-1,2020,"['71754-1', '71705-1', '71741-1', '71735-1', '71737-1']",Nya,https://cdn.rebrickable.com/media/sets/892063-1.jpg,435,Ninjago,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.4458123509825,102.59020770643737
1753,892064-1,2020,"['71741-1', '71705-1', '71735-1', '71739-1', '71767-1']",Jay,https://cdn.rebrickable.com/media/sets/892064-1.jpg,435,Ninjago,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.68012636081676,166.09921121441056
1754,892065-1,2020,"['71741-1', '71705-1', '71799-1', '41663-1', '41670-1']",Zane,https://cdn.rebrickable.com/media/sets/892065-1.jpg,435,Ninjago,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.71642747553267,130.55033184863328
1755,892066-1,2020,"['41667-1', '70679-1', '71717-1', '71736-1', '71767-1']",Lloyd,https://cdn.rebrickable.com/media/sets/892066-1.jpg,435,Ninjago,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.1991006413677,148.53965510619324
1756,892067-1,2020,"['41667-1', '8710823005701-1', '9788325334017-1', '2254-1', '2507-1']",Kai,https://cdn.rebrickable.com/media/sets/892067-1.jpg,435,Ninjago,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.1803954704361,126.0632712729978
1757,892068-1,2020,"['71741-1', '71705-1', '71799-1', '71774-1', '41101-1']",Richie,https://cdn.rebrickable.com/media/sets/892068-1.jpg,435,Ninjago,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.26581484307576,48.32340410584243
1758,892069-1,2020,"['71741-1', '3315-1', '41008-1', '41400-1', '71705-1']",Jay,https://cdn.rebrickable.com/media/sets/892069-1.jpg,435,Ninjago,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.35441349102746,70.19402387064818
1759,892070-1,2020,"['71735-1', '71741-1', '71737-1', '41402-1', '41407-1']",Murt,https://cdn.rebrickable.com/media/sets/892070-1.jpg,435,Ninjago,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.65285807116413,165.68180063693438
1760,892071-1,2020,"['71741-1', '41684-1', '41101-1', '71799-1', '41411-1']",Cole,https://cdn.rebrickable.com/media/sets/892071-1.jpg,435,Ninjago,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.67768166440226,152.34169169406192
1761,892172-1,2021,"['71741-1', '71799-1', '71739-1', '75208-1', '71735-1']",Lloyd,https://cdn.rebrickable.com/media/sets/892172-1.jpg,435,Ninjago,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.52444832074696,225.46087256102308
1762,892173-1,2021,"['71741-1', '71799-1', '41101-1', '41449-1', '41731-1']",Zane,https://cdn.rebrickable.com/media/sets/892173-1.jpg,435,Ninjago,14,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337.55120785366773,142.95776130656844
1763,892174-1,2021,"['71741-1', '41434-1', '75208-1', '71799-1', '71722-1']",Skull Sorcerer,https://cdn.rebrickable.com/media/sets/892174-1.jpg,435,Ninjago,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.48450778984042,59.7134287034625
