,Unnamed: 0,set_num,name,year,num_parts
2440,2440,21174-1,The Modern Treehouse,2021,909
2441,2441,21176-1,The Jungle Abomination,2021,496
2442,2442,21177-1,The Creeper Ambush,2022,72
2443,2443,21178-1,The Fox Lodge,2022,193
2444,2444,21179-1,The Mushroom House,2022,272
2445,2445,21180-1,The Guardian Battle,2022,255
2446,2446,211803-1,Batman,2018,9
2447,2447,211804-1,Harley Quinn,2018,6
2448,2448,21181-1,The Rabbit Ranch,2022,340
2449,2449,21183-1,The Training Grounds,2022,534
2450,2450,21184-1,The Bakery,2022,154
2451,2451,21185-1,The Nether Bastion,2022,300
2452,2452,21186-1,The Ice Castle,2022,499
2453,2453,21187-1,The Red Barn,2022,799
2454,2454,21188-1,The Llama Village,2022,1252
2455,2455,21189-1,The Skeleton Dungeon,2022,364
2456,2456,21190-1,The Abandoned Village,2022,422
2457,2457,211901-1,Batman,2019,7
2458,2458,211902-1,Robin,2019,7
2459,2459,211903-1,Superman and Kryptonite,2019,10
2460,2460,211904-1,The Flash,2019,6
2461,2461,211905-1,The Joker,2019,9
2462,2462,211906-1,Armored Batman,2019,7
2463,2463,21-2,Truck,1971,33
2464,2464,21200-1,Life of George,2011,146
2465,2465,212007-1,Mr. Freeze,2020,17
2466,2466,212008-1,Batman,2020,13
2467,2467,212009-1,The Riddler,2020,10
2468,2468,212010-1,Batman - Mechanical Arms Backpack,2020,14
2469,2469,21201-1,Life of George II,2012,145
2470,2470,212011-1,The Joker & Catapult,2020,17
2471,2471,212012-1,Shazam!,2020,8
2472,2472,21204-1,Town Master,2014,256
2473,2473,21205-1,Battle Towers,2014,212
2474,2474,21206-1,Create and Race,2014,223
2475,2475,21208-1,Resort Designer,2014,262
2476,2476,212-1,Small House - Left Set,1958,21
2477,2477,2121-1,Stomper,1997,11
2478,2478,212113-1,Batman,2021,19
2479,2479,212114-1,Robin,2021,10
2480,2480,212115-1,Batgirl,2021,15
2481,2481,212116-1,The Joker,2021,30
2482,2482,212117-1,The Penguin,2021,15
2483,2483,212118-1,Batman,2021,7
2484,2484,212-2,Scooter,1976,41
2485,2485,2122-1,Bob,1997,14
2486,2486,212219-1,Batmobile,2022,38
2487,2487,212220-1,Batman,2022,22
2488,2488,212221-1,Robin and Heli-Pack,2022,16
2489,2489,212222-1,Batcycle,2022,29
2490,2490,212223-1,Batmobile,2022,53
2491,2491,212224-1,Batman on Jet Boat,2022,26
2492,2492,21226-1,Art Project - Create Together,2021,4138
2493,2493,2123-1,Spinner,1997,12
2494,2494,212325-1,Batcycle,2023,37
2495,2495,212326-1,Batman and Batjet,2023,34
2496,2496,212327-1,The Joker,2023,7
2497,2497,212328-1,Batmobile Tumbler,2023,58
2498,2498,212329-1,Batwing,2023,44
2499,2499,21240-1,The Swamp Adventure,2023,65
2500,2500,2124-1,Green Bucket,1997,40
2501,2501,21241-1,The Bee Cottage,2023,254
2502,2502,21242-1,The End Arena,2023,252
2503,2503,21243-1,The Frozen Peaks,2023,304
2504,2504,21244-1,The Sword Outpost,2023,427
2505,2505,21245-1,The Panda Haven,2023,553
2506,2506,21246-1,The Deep Dark Battle,2023,584
2507,2507,21247-1,The Axolotl House,2023,242
2508,2508,21248-1,The Pumpkin Farm,2023,257
2509,2509,21249-1,The Crafting Box 4.0,2023,605
2510,2510,21250-1,The Iron Golem Fortress,2023,868
2511,2511,2125-1,Green Bucket,1997,70
2512,2512,2126-1,Train Cars,1997,383
2513,2513,2127-1,Nanas,1997,13
2514,2514,2129-1,Blast-Off Dragster,1997,64
2515,2515,2130-1,Duck,1995,7
2516,2516,21301-1,Birds,2015,580
2517,2517,21302-1,The Big Bang Theory,2015,498
2518,2518,21303-1,WALL•E [Original Version],2015,677
2519,2519,21303-2,WALL•E [Fixed Neck Version],2015,676
2520,2520,21304-1,Doctor Who,2015,623
2521,2521,21305-1,Maze,2016,769
2522,2522,21306-1,The Beatles Yellow Submarine,2016,553
2523,2523,21307-1,Caterham Seven 620R,2016,771
2524,2524,21308-1,Adventure Time,2016,496
2525,2525,21309-1,NASA Apollo Saturn V,2017,1969
2526,2526,213-1,Airplane Ride,1977,44
2527,2527,21310-1,Old Fishing Store,2017,2057
2528,2528,2131-1,Hippo,1995,10
2529,2529,21311-1,Voltron,2018,2321
2530,2530,21312-1,Women of NASA,2017,231
2531,2531,21313-1,Ship in a Bottle,2018,962
2532,2532,21314-1,TRON: Legacy,2018,230
2533,2533,21315-1,Pop-Up Book,2018,859
2534,2534,21316-1,The Flintstones,2019,748
2535,2535,21317-1,Steamboat Willie,2019,751
2536,2536,21318-1,Tree House,2019,3037
2537,2537,21319-1,Central Perk,2019,1070
2538,2538,213-2,Small House - Right Set,1958,21
2539,2539,21320-1,Dinosaur Fossils,2019,911
2540,2540,2132-1,Cow,1995,10
2541,2541,21321-1,International Space Station,2020,864
2542,2542,21322-1,Pirates of Barracuda Bay,2020,2545
2543,2543,21323-1,Grand Piano,2020,3662
2544,2544,21324-1,123 Sesame Street,2020,1367
2545,2545,21325-1,Medieval Blacksmith,2021,2164
2546,2546,21326-1,Winnie the Pooh,2021,1265
2547,2547,21327-1,Typewriter,2021,2080
2548,2548,21328-1,Seinfeld,2021,1326
2549,2549,21329-1,Fender Stratocaster,2021,1079
2550,2550,21330-1,Home Alone,2021,3955
2551,2551,2133-1,Impala,1995,12
2552,2552,21331-1,Sonic the Hedgehog – Green Hill Zone,2022,1125
2553,2553,21332-1,The Globe,2022,2585
2554,2554,21333-1,The Starry Night,2022,2316
2555,2555,21334-1,Jazz Quartet,2022,1606
2556,2556,21335-1,Motorized Lighthouse,2022,2065
2557,2557,21336-1,The Office,2022,1165
2558,2558,21337-1,Table Football,2022,2339
2559,2559,21338-1,A-Frame Cabin,2023,2083
2560,2560,21339-1,BTS Dynamite,2023,749
2561,2561,21340-1,Tales of the Space Age,2023,690
2562,2562,2134-1,Bison,1995,10
2563,2563,21341-1,Hocus Pocus,2023,2316
2564,2564,21342-1,The Insect Collection,2023,1111
2565,2565,21343-1,Viking Village,2023,2104
2566,2566,2135-1,Aircraft,1997,9
2567,2567,2136-1,Airplane,1996,12
2568,2568,2137-1,Swamp Boat,1997,8
2569,2569,2138-1,Helicopter,1997,8
2570,2570,2139-1,Steam Liner,1996,12
2571,2571,2140-1,ANWB Roadside Assistance Crew,1996,264
2572,2572,214-1,Road Repair,1977,64
2573,2573,214.10-1,"1 x 2 x 4 Glass Door in Frame, Left",1961,13
2574,2574,214.1-1,1 x 6 x 3 Window with Frame,1961,6
2575,2575,2141-1,Surge 2.0,2011,30
2576,2576,214-2,"Ten Windows and Doors, Red",1958,10
2577,2577,214.2-1,1 x 6 x 2 Triple-Pane Window in Frame,1961,8
2578,2578,2142-1,Breez 2.0,2011,29
2579,2579,214-3,"Ten Windows and Doors, White",1958,10
2580,2580,214.3-1,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,8
2581,2581,2143-1,Rocka 3.0,2011,30
2582,2582,214.4-1,1 x 4 x 2 Window in Frame,1961,9
2583,2583,2144-1,Nex 3.0,2011,29
2584,2584,214.5-1,1 x 3 x 2 Window in Frame,1961,12
2585,2585,2145-1,Stormer 3.0,2011,31
2586,2586,214.6-1,1 x 2 x 2 Window in Frame,1961,15
2587,2587,2146-1,Freestyle with Storage Case,1996,819
2588,2588,214.7-1,1 x 1 x 2 Window Frame,1961,19
2589,2589,2147-1,Dragon Fly,1997,183
2590,2590,2147-2,Stormtrooper Pen,2009,12
2591,2591,214.8-1,1 x 2 x 1 Window Frame,1961,19
2592,2592,2148-1,LEGO Truck,1997,105
2593,2593,2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,105
2594,2594,214.9-1,1 x 1 x 1 Window Frame,1961,20
2595,2595,2149-1,Color Line Container Lorry,1997,185
2596,2596,2150-1,Train Station,1996,610
2597,2597,215-1,Red Indians,1977,75
2598,2598,2151-1,Robo Raider,1997,137
2599,2599,215-2,2 x 8 Bricks  (EUR/UK/AUS),1958,6
2600,2600,2152-1,Robo Raptor,1997,222
2601,2601,215-2B,"2 x 8 Bricks, Blue (EUR/UK/AUS)",1958,6
2602,2602,215-2R,"2 x 8 Bricks, Red (EUR/UK/AUS)",1958,6
2603,2603,215-2W,"2 x 8 Bricks, White (EUR/UK/AUS)",1958,6
2604,2604,215-2Y,"2 x 8 Bricks, Yellow (EUR/UK/AUS)",1958,6
2605,2605,215-3,2 x 8 Bricks (USA/CAN),1961,9
2606,2606,2153-1,Robo Stalker,1997,280
2607,2607,215-3B,"2 x 8 Bricks, Blue (USA/CAN)",1961,9
2608,2608,215-3Bk,"2 x 8 Bricks, Black (USA/CAN)",1962,9
2609,2609,215-3R,"2 x 8 Bricks, Red (USA/CAN)",1961,9
2610,2610,215-3W,"2 x 8 Bricks, White (USA/CAN)",1961,9
2611,2611,215-3Y,"2 x 8 Bricks, Yellow (USA/CAN)",1961,9
2612,2612,215-4,2 x 8 Mursten Bricks (EUR),1956,24
2613,2613,2154-1,Robo Master,1997,363
2614,2614,2155-1,Aircraft,2000,18
2615,2615,2155-2,Darth Vader Pen,2006,16
2616,2616,2156-1,Car,2000,17
2617,2617,2156-2,Yoda Pen,2006,11
2618,2618,2157-1,Boat,2000,16
2619,2619,2158-1,Helicopter,2000,10
2620,2620,2158-2,Chewbacca Pen,2006,12
2621,2621,2159-1,9V Train Track Starter Collection,2006,24
2622,2622,2160-1,Crystal Scavenger,1997,114
2623,2623,216-1,2 x 10 Bricks,1958,5
2624,2624,2161-1,Aqua Dozer,1997,137
2625,2625,2162-1,Hydro Reef Wrecker,1997,288
2626,2626,2163-1,Toucan,1997,9
2627,2627,2164-1,Whale,1997,9
2628,2628,2165-1,Rhinocerous,1998,10
2629,2629,2166-1,Animal,1998,10
2630,2630,2167-1,Penguin,1997,8
2631,2631,2168-1,Rattle,1999,2
2632,2632,2170-1,Cole DX,2011,21
2633,2633,217-1,Service Station,1977,211
2634,2634,2171-1,Zane DX,2011,22
2635,2635,217-2,4 x 4 Corner Bricks,1958,5
2636,2636,2172-1,Nya,2011,21
2637,2637,2173-1,Nuckal,2011,26
2638,2638,2174-1,Kruncha,2011,24
2639,2639,2175-1,Wyplash,2011,23
2640,2640,21785-1,Batman the Videogame - PS2,2008,0
2641,2641,218-1,Firemen,1977,277
2642,2642,2181-1,Infomaniac,1997,4
2643,2643,218158-1,Knights' Kingdom The Game,2006,40
2644,2644,218-2,2 x 4 Bricks,1958,13
2645,2645,2182-1,Bulk 3.0,2011,30
2646,2646,2183-1,Stringer 3.0,2011,30
2647,2647,2184-1,XL Bulk Bucket,1997,1000
2648,2648,2186-1,Seaplane,1997,77
2649,2649,2187-1,Racer,1997,64
2650,2650,2188-1,Speedboat,1997,58
2651,2651,2189-1,Pony,1997,3
2652,2652,2190-1,Storage Frog,1999,14
2653,2653,219-1,2 x 3 Bricks,1958,15
2654,2654,2191-1,Furno 3.0,2011,28
2655,2655,2191722-1,Jurassic World with Dr. Wu Minifigure - PS4,2015,0
2656,2656,2192-1,Drilldozer,2011,61
2657,2657,2193-1,Jetbug,2011,63
2658,2658,2194-1,Nitroblast,2011,57
2659,2659,2195-1,Small Bucket,1997,228
2660,2660,2198-1,3 Building Plates,1999,3
2661,2661,2199-1,Large Bulk Bucket,1997,467
2662,2662,220-1,2 x 2 Bricks,1958,20
2663,2663,22-1,Car,1971,47
2664,2664,221-1,Idea Book #1,1973,0
2665,2665,221-2,1 x 2 Bricks,1958,26
2666,2666,2220-1,Build N' Play Fire Theme,1996,59
2667,2667,222-1,Building Ideas Book,1975,0
2668,2668,2221-1,Build N' Play Circus Theme,1996,85
2669,2669,222-2,1 x 1 Bricks,1958,40
2670,2670,2222-1,Tunnel Fun,1998,33
2671,2671,2223-1,Spooky House,1998,41
2672,2672,2224-1,Tubular Chest,1998,118
2673,2673,2225-1,Heavy Loader,2000,69
2674,2674,2226-1,Medium Bucket,1998,50
2675,2675,2229-1,Bucketful of Fun,1998,201
2676,2676,2230-1,Helicopter and Raft,2008,115
2677,2677,223-1,Adventure Set,1968,223
2678,2678,2231-1,Waspix,2011,48
2679,2679,223-2,1 x 1 Round Bricks,1958,40
2680,2680,2232-1,Raw-Jaw,2011,52
2681,2681,2233-1,Fangz,2011,55
2682,2682,2234-1,Police Chase,1998,157
2683,2683,2235-1,Fire Lord,2011,125
2684,2684,2236-1,Scorpio,2011,104
2685,2685,224-1,2 x 2 & 2 x 4 Curved Bricks,1956,14
2686,2686,2241-1,Basic Set,1997,32
2687,2687,2242-1,Extra Bricks (S),1997,52
2688,2688,2242-2,Brick Starters (Explore),2002,52
2689,2689,224-3,2 x 2 Curved Bricks,1958,20
2690,2690,2245-1,Farmhouse Bucket,1997,47
2691,2691,2247-1,Extra Bricks (M),1997,99
2692,2692,2250-1,Advent Calendar 2000,2000,241
2693,2693,225-1,1 x 6 and 1 x 8 Bricks,1958,9
2694,2694,2251-1,Horse 'n' Home,1997,72
2695,2695,2252-1,Basic Set,1997,37
2696,2696,2253-1,Big Tubular Playtime,1999,90
2697,2697,2254-1,Mountain Shrine,2011,169
2698,2698,2255-1,Sensei Wu,2011,20
2699,2699,2256-1,Lord Garmadon,2011,23
2700,2700,2257-1,Spinjitzu Starter Set,2011,57
2701,2701,2258-1,Ninja Ambush,2011,71
2702,2702,2259-1,Skull Motorbike,2011,157
2703,2703,2260-1,Ice Dragon Attack,2011,158
2704,2704,226-1,8 Named Beams,1958,0
2705,2705,2261-1,Happy Gardener,1997,11
2706,2706,226-1-DBASE-1,Database Set for Various 3009 prints For Set 226-1,1958,74
2707,2707,226-2,Idea Book,1981,0
2708,2708,2262-1,Basic Set,1997,20
2709,2709,2263-1,Turbo Shredder,2011,298
2710,2710,2264-1,Medium Bucket,1997,48
2711,2711,2265-1,Large Puppy Clearpack,1997,69
2712,2712,2266-1,Extra Large Value Bucket,1997,92
2713,2713,2268-1,Katie Cat Bucket,1998,50
2714,2714,2269-1,Build a Zoo,1998,90
2715,2715,2270-1,Spotty Dog,1998,6
2716,2716,227-1,4 x 8 Curved & 2 x 8 Plates,1958,5
2717,2717,2271-1,Boy with Barrow,1998,4
2718,2718,2272-1,Medium Bucket,1998,50
2719,2719,2275-1,Sarah's Flower Garden,1998,19
2720,2720,2276-1,Train with Oval Case,1998,50
2721,2721,2277-1,Boy with Cat,1998,8
2722,2722,2278-1,Large Bucket,1998,91
2723,2723,2279-1,Tubular Motion,1998,75
2724,2724,2280-1,Circus Freeway,1999,30
2725,2725,228-1,4 x 8 & 2 x 8 Plates,1958,5
2726,2726,2281-1,Deluxe Harbor Highway,1999,50
2727,2727,2282-1,Rocka XL,2011,174
2728,2728,2283-1,Witch Doctor,2011,336
2729,2729,2284-1,Clown Go Round,1999,14
2730,2730,229-1,6 x 8 & 2 x 8 Plates,1958,4
2731,2731,229.1-1,2 x 8 Plates,1962,8
2732,2732,2291-1,Animal,1985,6
2733,2733,2294-1,Ladybug,1999,9
2734,2734,2295-1,Clown,1999,7
2735,2735,2297-1,Cute Animals,2000,11
2736,2736,2299-1,Pingo,1999,11
2737,2737,2300-1,Small Bucket,1999,48
2738,2738,230-1,Hairdressing Salon,1978,229
2739,2739,2301-1,Building Plates 6 x 12,1985,2
2740,2740,230-2,Six Trees and Bushes,1958,6
2741,2741,2302-1,Building Plate 24 x 24,1982,1
2742,2742,2303-1,Building Plates,1991,2
2743,2743,2304-1,Large Building Plate,1992,1
2744,2744,2305-1,Building Plate 24 x 24,1984,1
2745,2745,2306-1,Large Building Plate,1991,1
2746,2746,2307-1,Supplementary Bricks,1984,18
2747,2747,2309-1,Supplementary Bricks,1984,25
2748,2748,23-1,Delivery Truck Set,1971,64
2749,2749,2310-1,Supplementary Bricks,1987,33
2750,2750,231-1,Hospital,1978,402
2751,2751,2311-1,Clown,1993,16
2752,2752,231-2,Esso Pumps/Sign,1956,2
2753,2753,2312-1,Supplementary Bricks,1987,39
2754,2754,2313-1,Basic Set,1991,29
2755,2755,2314-1,Large Basic Set,1991,38
2756,2756,2315-1,Duck,1985,6
2757,2757,2317-1,Police Building Set,1994,12
2758,2758,2318-1,Pullback Motor,1991,1
2759,2759,23-2,Value pack Italy,1995,0
2760,2760,232-1,Bungalow,1978,474
2761,2761,2321066-1,City Undercover Limited Edition - Wii U,2013,0
2762,2762,2321-1,Happy Birthday Building Set,1996,33
2763,2763,232-2,16 Road Signs,1958,16
2764,2764,2324-1,Large Giraffe Bucket,1995,50
2765,2765,2326-1,Green Elephant Bucket XL,1995,66
2766,2766,2327-1,Supplementary Bricks,1994,20
2767,2767,2330-1,Basic Set,1981,10
2768,2768,233-1,Light Masts,1958,4
2769,2769,2331-1,"Barney, The Skateboard Bear",1991,8
2770,2770,2332-1,XL Elephant Bucket,2000,90
2771,2771,2333-1,Basic Set - Animal,1987,12
2772,2772,2335-1,Basic Set (Animal),1984,9
2773,2773,2337-1,Rover's Building Set,1994,32
2774,2774,2338-1,Kitty Cat's Building Set,1995,36
2775,2775,2339-1,Basic Box,1996,49
2776,2776,234-1,Letter Bricks,1958,53
2777,2777,2341-1,Peter's Holiday Building Set,1991,17
2778,2778,2344-1,Circus - Basic Set,1987,19
2779,2779,2345-1,Basic Set (House),1984,17
2780,2780,2346-1,Train Oval Suitcase,1996,53
2781,2781,2347-1,Barnaby Bear's Building Set,1994,41
2782,2782,2349-1,Basic Storage Unit (Green Suitcase),1996,42
2783,2783,2350-1,Basic Building Set,1981,24
2784,2784,235-1,Garage Plate and Door (White Base and Door Frame),1958,3
2785,2785,235-2,Garage Plate and Door (Gray Base and Door Frame),1968,5
2786,2786,2355-1,Basic Set (Vehicles),1984,27
2787,2787,2356-1,Jumbo Tub (Zoo Tub),1996,109
2788,2788,2356-2,Fun Zoo,2004,116
2789,2789,236-1,Garage with Automatic Door (White base and door frame),1956,69
2790,2790,2361-1,Matt and Mutt Building Set,1991,23
2791,2791,236-2,Garage and Van,1957,69
2792,2792,2362-1,Large Circus Bucket,1995,57
2793,2793,236-3,Garage with Automatic Door (Gray base and door frame),1968,59
2794,2794,2364-1,Circus Bucket Green,1995,42
2795,2795,2365-1,Basic Set (Safari),1983,34
2796,2796,2366-1,House and Car,1987,26
2797,2797,2368-1,XL Basic Bucket,1995,72
2798,2798,237-1,Number Bricks,1960,50
2799,2799,2371-1,Flying School,1991,39
2800,2800,2372-1,Zoo Bucket,1993,38
2801,2801,2376-1,Play Bucket,1991,36
2802,2802,2377-1,Basic Set (Safari),1987,45
2803,2803,2378-1,PreSchool Building Set: Farm-in-a-Bucket,1993,53
2804,2804,2380-1,Panda's Building Bonanza,1994,80
2805,2805,238-1,Lego System Idea Book no. 1,1960,0
2806,2806,2381-1,Bucket of Bricks,1991,65
2807,2807,238-2,Lego System Idea Book (by Samsonite),1961,0
2808,2808,2382-1,Train Bucket,1993,44
2809,2809,238-3,Lego System Idea Book no. 1,1962,0
2810,2810,238-4,Lego System Ideas Book no. 2,1962,0
2811,2811,238-5,Lego System Ideas Book no. 2,1963,0
2812,2812,238-6,Lego System Idea Book,1963,0
2813,2813,2386-1,Circus Bucket,1991,54
2814,2814,238-7,So Bauen Wir Mit LEGO,1963,0
2815,2815,2387-1,Playtime Bucket,1992,56
2816,2816,238-8,System: Ideas Book No. 3,1964,0
2817,2817,2388-1,Basic Set (Harbour),1987,48
2818,2818,238-9,System: Idea Book,1964,0
2819,2819,2390-1,Maxi Building Bucket,1994,29
2820,2820,239-1,Wir bauen mit Lego Idea Book,1966,0
2821,2821,2391-1,Farm in a Bucket,1991,63
2822,2822,239-2,Das große Lego-Buch Idea Book,1968,0
2823,2823,2392-1,Farmyard,1991,63
2824,2824,2393-1,Medium Bucket,1994,41
2825,2825,2394-1,Farm Bucket,1994,52
2826,2826,2396-1,Extra Large Bucket,1994,56
2827,2827,2399-1,Basic Set (Town),1987,68
2828,2828,2400-1,Cute Vehicles,2000,32
2829,2829,240-1,"Wooden Storage Box Large, Empty",1967,0
2830,2830,2401-1,Racer,1984,4
2831,2831,240-2,Idea Book,1967,1
2832,2832,2402-1,Police Car,1984,5
2833,2833,2403-1,Fire Chief Building Set,1985,5
2834,2834,2404-1,Windmill Building Set,1987,11
2835,2835,24-1,Minitalia Train,1971,77
2836,2836,241-1,4.5v Idea Book,1969,0
2837,2837,2411-1,Camping Building Set,1984,11
2838,2838,2412-1,Boat Yard Building Set,1985,17
2839,2839,241501-1,Enki the Panther,2015,14
2840,2840,241502-1,Flamy the Fox,2015,12
2841,2841,241601-1,Miku the Dragon,2016,12
2842,2842,241602-1,Jynx The Witch's Cat,2016,26
2843,2843,241701-1,Mr. Spry and His Lemonade Stand,2017,20
2844,2844,241702-1,Hidee the Chameleon,2017,19
2845,2845,242001-1,Spider-Man,2020,20
2846,2846,242002-1,Iron Man,2020,8
2847,2847,242003-1,Captain Marvel,2020,10
2848,2848,242-1,International Flags,1958,5
2849,2849,242104-1,Venom,2021,14
2850,2850,242105-1,Thor,2021,9
2851,2851,242106-1,Captain America,2021,10
2852,2852,242107-1,War Machine,2021,18
2853,2853,242108-1,Iron Spider,2021,14
2854,2854,242109-1,Black Widow,2021,17
2855,2855,242.1-1,6 International Flags -1-,1963,6
2856,2856,242-2,5 Danish Flags,1958,5
2857,2857,242.2-1,6 International Flags -2-,1963,6
2858,2858,242210-1,Iron Man,2022,22
2859,2859,242211-1,Loki,2022,7
2860,2860,242212-1,Captain America,2022,13
2861,2861,242213-1,War Machine,2022,15
2862,2862,242214-1,Spider-Man,2022,1
2863,2863,242215-1,Thanos,2022,10
2864,2864,242216-1,Carnage,2022,0
2865,2865,242217-1,Rescue,2022,18
2866,2866,242.3-1,6 International Flags -3-,1963,6
2867,2867,242316-1,Black Panther with Jet,2023,25
2868,2868,242317-1,Doctor Strange,2023,9
2869,2869,242318-1,Mighty Thor,2023,6
2870,2870,242319-1,Groot,2023,2
2871,2871,242320-1,Iron Man,2023,9
2872,2872,2424-1,Basic Building Bucket,1989,84
2873,2873,2426-1,Farm Bucket,1989,62
2874,2874,242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,5
2875,2875,242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,5
2876,2876,242I-1,International Flags,1958,5
2877,2877,2430-1,Clown Parade,1989,18
2878,2878,2431-1,Big Chief's Canoe,1998,3
2879,2879,2432-1,Big Chief's Camp,1998,18
2880,2880,2433-1,Stagecoach,1998,10
2881,2881,2434-1,Sheriff Jake,1998,33
2882,2882,2435-1,Western Town,1998,37
2883,2883,2436-1,Big Chief's Big Camp,1998,45
2884,2884,2437-1,Sheriff Jake,1998,69
2885,2885,2438-1,Big Western Set,1998,68
2886,2886,2442-1,School Room,1990,9
2887,2887,2443-1,Lil' Skipper,1991,6
2888,2888,2444-1,Lil' Circus,1994,8
2889,2889,2445-1,Farm Yard,1994,19
2890,2890,2446-1,Windmill,1990,12
2891,2891,2447-1,Speedway,1991,9
2892,2892,2450-1,Airport,1990,14
2893,2893,245-1,Lighting Device Pack,1958,3
2894,2894,2451-1,Police Squad,1991,14
2895,2895,245-2,Two Santas and Tree,1978,39
2896,2896,2452-1,Choo Choo Train,1993,13
2897,2897,2453-1,Large Bulk Bucket,1998,950
2898,2898,2454-1,Harbor Town,1990,18
2899,2899,2455-1,Corral,1991,24
2900,2900,2458-1,Barnyard,1990,22
2901,2901,2459-1,Express Train,1991,26
2902,2902,246-2,Santa with Sleigh and Reindeer,1977,68
2903,2903,2466-1,Medium Yellow Bucket,1999,50
2904,2904,2467-1,Large Bucket,1999,86
2905,2905,2468-1,My First Rattle,2000,2
2906,2906,2477-1,Basic Set,2000,30
2907,2907,248-2,Factory With Conveyor Belt,1971,208
2908,2908,2488-1,Happy Hippo Build n' Store,1999,80
2909,2909,2490-1,Insectoids Combination Set,1998,1
2910,2910,2493-1,Medium Bucket,1998,50
2911,2911,2494-1,400-Piece Purple Bucket,1998,400
2912,2912,250-1,Idea Book 250,1987,2
2913,2913,250-2,1:87 Esso Bedford Tanker,1956,1
2914,2914,250-3,Aeroplane and Pilot,1974,89
2915,2915,2503-1,Musical Apple,2000,2
2916,2916,2504-1,Spinjitzu Dojo,2011,373
2917,2917,2505-1,Garmadon's Dark Fortress,2011,518
2918,2918,2506-1,Skull Truck,2011,515
2919,2919,2507-1,Fire Temple,2011,1174
2920,2920,2508-1,Blacksmith Shop,2011,189
2921,2921,2509-1,Earth Dragon Defense,2011,227
2922,2922,251-1,Windmill with Miller and his Wife,1974,90
2923,2923,251-2,1:87 Esso Bedford Truck,1956,1
2924,2924,2514-1,Activity Friends,2000,9
2925,2925,2516-1,Ninja Training Outpost,2011,46
2926,2926,2517-1,Rattle Friends,2000,3
2927,2927,2518-1,Nuckal's ATV,2011,174
2928,2928,2519-1,Skeleton Bowling,2011,371
2929,2929,2520-1,Battle Arena,2011,463
2930,2930,252-1,Locomotive with Driver & Passenger,1974,115
2931,2931,2521-1,Lightning Dragon Battle,2011,645
2932,2932,252-2,1:87 Esso Bedford Trailer,1956,1
2933,2933,2522-1,Play a Story,2000,3
2934,2934,2524-1,My Racing Bugs,2000,4
